book,capacity_proxy,cluster_id,cost_adjusted_score,deployable_count,effective_signal_count,field_families,limit_hit_rate,liquidity_bucket,liquidity_eval_error,max_corr_to_registry,median_amount_20d,median_cost_adjusted_sortino,median_float_mcap,median_replay_turnover,median_strict_turnover,median_total_mcap,median_volume_20d,new_vs_149,operator_families,p90_replay_turnover,p90_strict_turnover,participation_capacity_proxy,raw_pass_count,representative_candidate_id,representative_expression,selected_date_count,selected_row_count,source_concentration,source_lane,source_lane_counts,suspension_rate,tradable_breadth
J0_fresh,59230204.139648,s47_cluster_002,2.234978,2,110.0,"[""flow"", ""price""]",0.01868,high,,0.815404,2504710809.6,2.497819,59230204139.64844,0.200469,0.179693,72176565000.0,18407918.75,,"[""CSRank"", ""Mul"", ""Sign""]",0.202809,0.192476,125235540.48,2,agnostic-freeform-661bf0512b87,"CSRank(Mul(CSRank($amount),Mul(Sign($high),CSRank($high))))",122,13383,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 2}",0.0,110.0
J0_fresh,32814617.294922,s47_cluster_003,4.30643,1,110.0,"[""price""]",0.009133,high,,0.736928,1004955465.6,4.416818,32814617294.921875,0.032797,0.01914,40040822500.0,5102095.3,,"[""CSRank"", ""Mean""]",0.032797,0.01914,50247773.28,1,stockpit-cem_adaptive_grammar-7291def7e7cd,"CSRank(Mean($close,34))",89,9745,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,12613944.82666,s47_cluster_004,-0.062897,1,110.0,"[""price""]",0.014985,medium,,0.602525,602759337.6,-0.072289,12613944826.660156,0.28165,0.270339,17270400000.0,6165227.65,,"[""CSRank"", ""Mean"", ""Sub""]",0.28165,0.270339,30137966.88,1,phase3repair-failure_detail-operator_sanitize-04c5cf6d3f47,"CSRank(Sub(Mean($close,8),Mean($close,5)))",115,12613,1.0,ast_failure_aware_repair,"{""ast_failure_aware_repair"": 1}",0.0,110.0
J0_fresh,25906560.293555,s47_cluster_005,3.481296,2,110.0,"[""price""]",0.019149,high,,0.805202,1203994803.2,3.871319,25906560293.554684,0.149075,0.13444,32914137500.0,6677688.95,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.189713,0.176524,60199740.16,2,agnostic-freeform-22b7d5012645,"CSRank(Mul(Sign(Mean($vwap,5)),Mul(CSRank(Std($open,8)),ZScore(Mean(Abs(Delta($vwap,1)),21)))))",101,11071,0.5,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1, ""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,66581701.945312,s47_cluster_006,7.468191,1,110.0,"[""flow"", ""price""]",0.018473,high,,0.385674,2771479948.8,8.165586,66581701945.3125,0.151724,0.139418,79779045000.0,20522612.45,,"[""CSRank"", ""Mean"", ""Mul"", ""Sign"", ""ZScore""]",0.151724,0.139418,138573997.44,1,fgv2-repair-nonlinearize-214b37a1d2,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2)))))),Mul(ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2))))),ZScore(CSRank(Mul(ZScore(Mean($close,8)),ZScore(Mean($amount,2))))))))",115,12613,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,22834461.499219,s47_cluster_008,0.356809,1,110.0,"[""flow"", ""price""]",0.051911,high,,0.271894,1172810254.4,0.422927,22834461499.21875,0.262866,0.242972,28658122500.0,14321406.538462,,"[""CSRank"", ""Mean"", ""Mom"", ""Mul"", ""ZScore""]",0.262866,0.242972,58640512.72,1,agnostic-freeform-24a5b281f6ad,"CSRank(Mul(ZScore(Mean($low,8)),Mul(CSRank(Mean($volume,3)),ZScore(Mom($open,13)))))",110,12059,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J0_fresh,23554022.061719,s47_cluster_009,1.999706,1,110.0,"[""price"", ""size_capital""]",0.023352,medium,,0.731897,975800510.4,2.381552,23554022061.71875,0.352894,0.341962,30705632500.0,6710639.15,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.352894,0.341962,48790025.52,1,fgv2-repair-add_state_gate-b9357c1f09,"CSRank(Mul(CSRank(Mul(ZScore(Delta($close,34)),ZScore(Delta($final_float_market_cap,5)))),ZScore(Mean(Abs(Delta($close,1)),20))))",88,9635,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,25474608.0,s47_cluster_010,2.325293,1,110.0,"[""price"", ""size_capital""]",0.021588,high,,0.731141,1259808272.0,2.563833,25474608000.0,0.163771,0.154658,32167912500.0,7762946.0,,"[""Abs"", ""CSRank"", ""CSResidual"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.163771,0.154658,62990413.6,1,fgv2-repair-add_state_gate-3e9f3719af,"CSRank(Mul(CSRank(CSResidual(CSRank(Delta($final_float_market_cap,34)),CSRank(Delta($close,21)))),ZScore(Mean(Abs(Delta($close,1)),20))))",88,9635,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,32417481.550781,s47_cluster_012,2.932785,1,110.0,"[""flow"", ""price"", ""size_capital""]",0.034479,high,,0.686416,1773272662.4,3.267732,32417481550.781254,0.157326,0.140608,39707495000.0,13382038.7,,"[""CSRank"", ""Mul"", ""Std"", ""ZScore""]",0.157326,0.140608,88663633.12,1,agnostic-freeform-760af8442693,"CSRank(Mul(CSRank(Std($volume,5)),Mul(CSRank(Std($final_total_market_cap,34)),ZScore(Std($high,8)))))",89,9745,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J0_fresh,115067321.087109,s47_cluster_013,2.493115,1,110.0,"[""price"", ""size_capital""]",0.009437,high,,0.714463,2361664499.2,2.558117,115067321087.10938,0.033048,0.020744,134137515000.0,18055251.55,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.033048,0.020744,118083224.96,1,stockpit-cem_adaptive_grammar-b7038a21e31f,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($final_float_market_cap),2))))",115,12610,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,31418563.935742,s47_cluster_014,2.326107,1,110.0,"[""price""]",0.00904,medium,,0.366275,993775180.8,2.581025,31418563935.742188,0.209031,0.20324,39428787500.0,4987324.5,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.209031,0.20324,49688759.04,1,stockpit-cem_adaptive_grammar-8a87f4aaef59,"CSRank(Mul(ZScore(Mean(Abs($close),2)),ZScore(Mean(Abs($close),2))))",121,13275,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,17866053.6375,s47_cluster_015,1.598481,1,110.0,"[""price"", ""size_capital""]",0.01671,medium,,0.844667,765601657.6,1.893946,17866053637.5,0.357323,0.346341,21215200000.0,18291109.5,,"[""CSRank"", ""CSResidual"", ""Delta"", ""Mul"", ""Sign"", ""ZScore""]",0.357323,0.346341,38280082.88,1,fgv2-repair-nonlinearize-890de4c73f,"CSRank(Mul(Sign(ZScore(CSRank(CSResidual(CSRank(Delta($final_float_market_cap,34)),CSRank(Delta($close,21)))))),Mul(ZScore(CSRank(CSResidual(CSRank(Delta($final_float_market_cap,34)),CSRank(Delta($close,21))))),ZScore(CSRank(CSResidual(CSRank(Delta($final_float_market_cap,34)),CSRank(Delta($close,21))))))))",88,9635,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,1449800.01,s47_cluster_019,0.581477,1,110.0,"[""flow""]",0.001824,thin,,0.493399,28996000.2,0.633782,1505407854.199219,0.183666,0.17239,2934171875.0,810333.111111,,"[""CSRank"", ""Neg"", ""Std""]",0.183666,0.17239,1449800.01,1,stockpit-cem_adaptive_grammar-605c9ed6a1b0,"Neg(CSRank(Std($volume,8)))",115,12613,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,132688872.64,s47_cluster_020,0.114218,1,110.0,"[""size_capital""]",0.024181,high,,0.683148,2653777452.8,0.130403,146543495625.0,0.241217,0.188349,195796820000.0,54350980.8,,"[""CSRank"", ""Std""]",0.241217,0.188349,132688872.64,1,agnostic-freeform-877fc62eb389,"CSRank(Std($final_total_market_cap,8))",115,12613,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J0_fresh,90645992.81875,s47_cluster_026,1.193926,1,110.0,"[""flow""]",0.031503,high,,0.791662,4441117113.6,1.2677,90645992818.75,0.057486,0.035276,107521860000.0,82204593.1,,"[""CSRank"", ""Mean""]",0.057486,0.035276,222055855.68,1,phase3repair-failure_detail-duplicate_escape-b7d2c812122b,"CSRank(Mean($amount,34))",89,9745,1.0,ast_failure_aware_repair,"{""ast_failure_aware_repair"": 1}",0.0,110.0
J0_fresh,12433422.905078,s48_cluster_002,0.198765,1,110.0,"[""price""]",0.015115,medium,,0.37654,607081901.6,0.238411,12433422905.078125,0.395548,0.386205,17280230000.0,6164359.3,,"[""CSRank"", ""Delta"", ""Neg""]",0.395548,0.386205,30354095.08,1,stockpit-cem_adaptive_grammar-248a065697a9,"Neg(CSRank(Delta($close,5)))",117,12835,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,11826138.031836,s48_cluster_003,4.244284,4,110.0,"[""flow""]",0.011655,medium,,0.889001,399454962.4,4.883544,11826138031.835938,0.221495,0.211148,17740800000.0,3477003.35,,"[""CSRank"", ""CSResidual"", ""Neg"", ""Std""]",0.293238,0.27931,19972748.12,4,stockpit-cem_adaptive_grammar-3b02c95c596e,"Neg(CSRank(CSResidual(CSRank(Std($volume,5)),CSRank(Std($amount,8)))))",115,12613,0.75,r0_cem_led,"{""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 3}",0.0,110.0
J0_fresh,14510313.490381,s48_cluster_004,1.385013,1,110.0,"[""flow""]",0.013324,medium,,0.103628,641473800.0,1.845734,14510313490.38086,0.728938,0.726361,19771436250.0,7829976.5,,"[""CSRank"", ""CSResidual"", ""Delta"", ""Mul"", ""Sign"", ""Std""]",0.728938,0.726361,32073690.0,1,fgv2-repair-add_confirmation-5d599bcabd,"CSRank(Mul(CSRank(CSResidual(CSRank(Std($amount,21)),CSRank(Std($volume,5)))),Sign(Delta($amount,1))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,12613944.82666,s48_cluster_005,-0.062897,1,110.0,"[""price""]",0.014985,medium,,0.730671,602759337.6,-0.072289,12613944826.660156,0.28165,0.270339,17270400000.0,6165227.65,,"[""CSRank"", ""Mean"", ""Sub""]",0.28165,0.270339,30137966.88,1,phase3repair-failure_detail-operator_sanitize-c2ce36b76747,"CSRank(Sub(Mean($close,8),Mean($close,5)))",115,12613,1.0,ast_failure_aware_repair,"{""ast_failure_aware_repair"": 1}",0.0,110.0
J0_fresh,20723887.289746,s48_cluster_006,4.221407,1,110.0,"[""flow"", ""price""]",0.01302,high,,0.711935,1097520553.6,4.475384,20723887289.746094,0.094871,0.08021,28957981250.0,6089518.625,,"[""CSRank"", ""Mean"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.094871,0.08021,54876027.68,1,agnostic-freeform-f33ea665e532,"CSRank(Mul(Sign(Std($turnover_rate,8)),Mul(CSRank(Mean($turnover_rate,5)),ZScore(Mean($close,13)))))",110,12058,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J0_fresh,66173875.644141,s48_cluster_007,2.183766,1,110.0,"[""price"", ""size_capital""]",0.032379,high,,0.241132,2403395172.8,2.458553,66173875644.14063,0.186745,0.167845,74501517500.0,17769866.025,,"[""CSRank"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.186745,0.167845,120169758.64,1,fgv2-repair-nonlinearize-8be3714366,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5)))))),Mul(ZScore(CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5))))),ZScore(CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5))))))))",102,11180,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,69497058.628125,s48_cluster_008,2.384678,1,110.0,"[""flow"", ""price""]",0.015559,high,,0.693453,2892976825.6,2.484331,69497058628.125,0.051814,0.037733,82846635000.0,21049748.05,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.051814,0.037733,144648841.28,1,stockpit-cem_adaptive_grammar-4fde4ef92cac,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($amount),21))))",102,11183,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,27879441.132812,s48_cluster_009,2.631787,2,110.0,"[""flow"", ""price""]",0.018779,high,,0.852157,1348831939.2,2.89723,27879441132.8125,0.131576,0.120162,35034387500.0,7251233.1,,"[""Abs"", ""CSRank"", ""CSResidual"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.166805,0.155749,67441596.96,2,fgv2-repair-add_state_gate-51bc0c89d2,"CSRank(Mul(CSRank(CSResidual(CSRank(Mean($close,1)),CSRank(Mean($volume,34)))),ZScore(Mean(Abs(Delta($close,1)),20))))",89,9745,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 2}",0.0,110.0
J0_fresh,68388063.011719,s48_cluster_012,1.541816,1,110.0,"[""flow"", ""price""]",0.027498,high,,0.660897,2964462329.6,1.778727,68388063011.71876,0.258736,0.237264,77700960000.0,33854285.6,,"[""CSRank"", ""CSResidual""]",0.258736,0.237264,148223116.48,1,stockpit-cem_adaptive_grammar-af51db617e08,"CSRank(CSResidual(CSRank($close),CSRank($volume)))",122,13383,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,8580502.0875,s48_cluster_013,1.897575,1,110.0,"[""flow"", ""price""]",0.038749,medium,,0.419347,250613894.0,2.524151,8580502087.5,0.634958,0.624035,10937157500.0,7851714.8,,"[""CSRank"", ""Corr"", ""Delay"", ""Delta"", ""Mul"", ""Neg""]",0.634958,0.624035,12530694.7,1,fgv2-repair-temporalize-88bb932ed4,"CSRank(Mul(Neg(CSRank(Delta($close,5))),Corr(Delta($amount,1),Delay(Delta($amount,1),1),10)))",116,12723,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,27029405.531299,s48_cluster_014,0.471825,1,110.0,"[""price""]",0.012921,medium,,0.397299,841699360.0,0.572226,27029405531.29883,0.433105,0.418046,34567210000.0,4865257.6,,"[""CSRank"", ""Mom"", ""Mul"", ""Sign""]",0.433105,0.418046,42084968.0,1,agnostic-freeform-2c3fbc683e11,"CSRank(Mul(Sign(Mom($open,8)),Mul(CSRank($open),Sign(Mom($high,3)))))",115,12615,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J0_fresh,24800276.012305,s48_cluster_016,1.584791,1,110.0,"[""flow"", ""price"", ""size_capital""]",0.015768,medium,,0.761958,798742839.2,1.905674,24800276012.304688,0.400709,0.388549,32068748750.0,5298469.225,,"[""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.400709,0.388549,39937141.96,1,agnostic-freeform-8812d7739f3f,"CSRank(Mul(CSRank(Delta($final_float_market_cap,3)),Mul(ZScore(Mean($low,3)),Sign(Std($volume,5)))))",118,12938,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J0_fresh,16700970.508423,s48_cluster_019,2.734388,1,110.0,"[""flow""]",0.010641,medium,,0.744328,746420448.0,3.120421,16700970508.422852,0.274717,0.260695,24329267500.0,6889174.35,,"[""CSRank"", ""CSResidual"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.274717,0.260695,37321022.4,1,fgv2-repair-nonlinearize-8c3d65bc3f,"CSRank(Mul(Sign(ZScore(CSRank(CSResidual(CSRank(Std($amount,21)),CSRank(Std($volume,5)))))),Mul(ZScore(CSRank(CSResidual(CSRank(Std($amount,21)),CSRank(Std($volume,5))))),ZScore(CSRank(CSResidual(CSRank(Std($amount,21)),CSRank(Std($volume,5))))))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,90645992.81875,s48_cluster_022,1.193926,1,110.0,"[""flow""]",0.031503,high,,0.713111,4441117113.6,1.2677,90645992818.75,0.057486,0.035276,107521860000.0,82204593.1,,"[""CSRank"", ""Mean""]",0.057486,0.035276,222055855.68,1,phase3repair-failure_detail-duplicate_escape-c361b14882f3,"CSRank(Mean($amount,34))",89,9745,1.0,ast_failure_aware_repair,"{""ast_failure_aware_repair"": 1}",0.0,110.0
J0_fresh,31470522.032617,s49_cluster_002,3.631751,3,110.0,"[""price""]",0.008959,medium,,0.999137,980829988.088889,3.970537,31470522032.617188,0.052267,0.037872,39432001250.0,4939868.275,,"[""CSRank"", ""Mean""]",0.17395,0.159228,49041499.404444,3,phase3repair-failure_detail-duplicate_escape-3eeef96196ea,"CSRank(Mean($open,8))",116,12724,0.333333,ast_failure_aware_repair,"{""agnostic_freeform_ast"": 1, ""ast_failure_aware_repair"": 1, ""r0_cem_led"": 1}",0.0,110.0
J0_fresh,35105354.828125,s49_cluster_005,3.568546,1,110.0,"[""flow"", ""price""]",0.018957,high,,0.725805,1850587257.6,4.030671,35105354828.125,0.227858,0.214784,43402700000.0,11342800.35,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.227858,0.214784,92529362.88,1,fgv2-repair-add_state_gate-0685fb9878,"CSRank(Mul(CSRank(Mul(ZScore($amount),ZScore($amount))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,26318688.784766,s49_cluster_006,1.91803,1,110.0,"[""price""]",0.025117,high,,0.766094,1210886793.6,2.140452,26318688784.765625,0.183601,0.175175,33026640000.0,7411359.95,,"[""Add"", ""CSRank"", ""Delta"", ""Mean"", ""ZScore""]",0.183601,0.175175,60544339.68,1,agnostic-freeform-7d251c8b2fa6,"CSRank(Add(ZScore(Mean($close,21)),ZScore(Delta($vwap,34))))",88,9635,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J0_fresh,119191295.125,s49_cluster_007,2.293998,1,110.0,"[""price"", ""size_capital""]",0.009236,high,,0.481107,2426874816.0,2.344895,119191295125.0,0.025655,0.013289,136248490000.0,17884632.1,,"[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.025655,0.013289,121343740.8,1,stockpit-cem_adaptive_grammar-7bfc629d9b9f,"CSRank(Mul(ZScore(Mean($final_float_market_cap,21)),ZScore(Mean($close,34))))",89,9745,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J0_fresh,25480245.859375,s49_cluster_008,3.080926,1,110.0,"[""price""]",0.01699,high,,0.623762,1184123244.8,3.284579,25480245859.375,0.098279,0.081835,32430302500.0,6486359.25,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",0.098279,0.081835,59206162.24,1,fgv2-repair-add_state_gate-7a09229418,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J0_fresh,20962576.769531,s49_cluster_010,0.097907,1,110.0,"[""price""]",0.026294,medium,,0.137993,853744344.8,0.110421,20962576769.53125,0.205956,0.192478,28116951250.0,6544512.1,,"[""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.205956,0.192478,42687217.24,1,phase3repair-failure_detail-duplicate_escape-6a69c0324828,"CSRank(Mul(ZScore(Mean($open,8)),ZScore(Delta($vwap,11))))",111,12170,1.0,ast_failure_aware_repair,"{""ast_failure_aware_repair"": 1}",0.0,110.0
J0_fresh,22604314.826074,s49_cluster_014,0.805622,1,109.0,"[""price"", ""size_capital""]",0.020103,medium,,0.398228,756941503.0,0.928821,22604314826.07422,0.276328,0.261277,29741327500.0,5150119.65,,"[""Abs"", ""CSRank"", ""Corr"", ""Delta"", ""Mean"", ""Mul"", ""Std"", ""ZScore""]",0.276328,0.261277,37847075.15,1,agnostic-freeform-d95efcafe39f,"CSRank(Mul(ZScore($low),Corr(Std($final_total_market_cap,2),Mean(Abs(Delta($open,1)),34),21)))",85,9302,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,109.0
